cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0015HS0104CN000955P1,Los musulmanes quieren dominar el mundo: tenemos que detenerlos.,¿Qué tal un mundo multicultural y sin discriminación? ¿Qué tal un mundo con fronteras abiertas y libertad religiosa?,Islamophobia,islamization,"denouncing , positive",50,male,Bachelor
ENT1ST0015HS0104CN000955P2,Los musulmanes violan a nuestras niñas.,Los medios de comunicación están llenos de rumores de violaciones y abusos cometidos por musulmanes. El problema no es el Islam. Se trata de violencia.,Islamophobia,islamization,"denouncing , positive",50,male,Bachelor
ENT1ST0015HS0109CN001002,El Islam es sólo un culto misógino.,"El Islam es una religión, y todas las religiones tratan del amor, no del odio.",Islamophobia,islamization,facts,50,male,Bachelor
ENT1ST0015HS0109CN001002P1,Los musulmanes no son como los demás. No tienen alma. Se diferencian de nosotros en que no tienen conciencia y son incapaces de razonar por sí mismos.,El hecho de que una creencia religiosa se haya utilizado históricamente para oprimir a sus creyentes no significa que sea oportuno seguir haciéndolo.,Islamophobia,islamization,facts,50,male,Bachelor
ENT1ST0015HS0109CN001002P2,"Todos los musulmanes son terroristas, hacen la guerra a la humanidad y siembran la muerte y la destrucción.","No todos los terroristas son musulmanes, eso es un hecho empírico, y tu afirmación es simplemente errónea.",Islamophobia,islamization,facts,50,male,Bachelor
ENT1ST0015HS0109CN001003,No soporto a los musulmanes. Son un problema en todo el mundo. No son como nosotros.,¿Cuál es el problema del que habla? ¿Por qué cree que son un problema en todo el mundo?,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001003P1,Los musulmanes no tienen cabida en la Europa civilizada. Son incompatibles con la cultura europea moderna.,Quizá deberíamos tener en cuenta que los musulmanes no son tan diferentes de los demás europeos.,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001003P2,El Islam no es una religión de paz. Es una religión violenta.,"Los problemas a los que se refiere son el resultado de la propagación de ideologías violentas. Los extremistas son los responsables, no el islam.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001004,No quiero que un inmigrante trabaje con mis hijos.,Los inmigrantes pueden ser de gran ayuda a la hora de integrarse en la sociedad. Quizá deberíamos intentar ser un poco más abiertos de mente.,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001004P1,El islam es un cáncer en nuestra sociedad.,"El islam es una religión, no un cáncer.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001004P2,El Islam es una fuerza destructiva en el mundo.,"El problema no es lo que la gente cree, sino lo que se hacen unos a otros. Como la discriminación. Ese es el problema.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001005,El Islam es una influencia tóxica en nuestro país y no lo queremos aquí.,Creo que es bueno hablar claro cuando no estamos de acuerdo. ¿Cuál es la influencia tóxica? No veo ninguna.,Islamophobia,islamization,"denouncing , question",25,male,Master
ENT1ST0015HS0109CN001005P1,Los musulmanes son un problema en todo el mundo porque son diferentes a nosotros. No son aptos para estar con nosotros.,No hay pruebas de que los musulmanes sean un problema en todo el mundo. ¿Qué pruebas tienes de que los musulmanes son diferentes de nosotros en algún aspecto?,Islamophobia,islamization,"denouncing , question",25,male,Master
ENT1ST0015HS0109CN001005P2,"Los musulmanes nos están invadiendo. Dicen que son nuestros hermanos, pero no son más que un puñado de criminales y terroristas.",Los valores fundamentales del islam son similares a los valores occidentales. Decir que el islam está arruinando la cultura occidental es una distorsión total y absoluta de la verdad.,Islamophobia,islamization,"denouncing , question",25,male,Master
ENT1ST0015HS0109CN001006,Todos los atacantes suicidas del 7/7 eran musulmanes. No estamos seguros con musulmanes viviendo aquí.,Los terroristas son una pequeña parte de todos los musulmanes. Los musulmanes han contribuido mucho a nuestro país. No se puede culpar a todos ellos del 7/7 indiscriminadamente.,Islamophobia,islamization,humor,21,female,Master
ENT1ST0015HS0109CN001006P1,Mi fe es que acabar con los musulmanes sería lo mejor para todos: quieren exterminarnos.,"Mi fe no es exterminar a nadie, sea cual sea su fe. Hay que respetar la fe y la creencia de alguien en una religión diferente.",Islamophobia,islamization,humor,21,female,Master
ENT1ST0015HS0109CN001006P2,"Yo no soy racista, pero los musulmanes sí.","Puede que tengas razón en que algunos musulmanes son racistas, pero eso no significa que todos los musulmanes lo sean. Ser racista no tiene nada que ver con la religión.",Islamophobia,islamization,humor,21,female,Master
ENT1ST0015HS0109CN001007,El islam es una ideología de conquista.,"El mundo ha cambiado mucho en los últimos cien años, y con él las personas y las religiones. Ya nadie habla de conquistar. El Islam no es una excepción en esto.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001007P1,No podemos aceptar que los musulmanes sean compatibles con nuestro modo de vida.,Los musulmanes han contribuido a nuestra civilización y modo de vida. Forman parte de nuestra comunidad y debemos estarles agradecidos por las muchas contribuciones que hacen a nuestra sociedad.,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001007P2,La inmensa mayoría de los musulmanes del Reino Unido están en paro.,"¿Dónde están los ""miles"" de musulmanes que están en paro en el país? ¿Puede demostrarlo?",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001008,"El Islam es una falsa religión completa y total, es una ideología represiva que ahoga la libertad de pensamiento y de religión.",El Islam no es una religión de opresión e intolerancia.,Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001008P1,"Allahu Akbar, ¡esto significa Muerte para todos! Y si hay algo que realmente no necesitamos es más musulmanes en el Reino Unido.","Estás malinterpretando el significado de estas palabras, por favor, búscalo. El Reino Unido no necesita terroristas, pero los musulmanes no son terroristas.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0109CN001008P2,El Islam es una religión de terror que promueve el asesinato y la violación.,"El Islam es una religión, no una religión de terror. Tampoco diría eso del cristianismo.",Islamophobia,islamization,humor,50,male,Bachelor
ENT1ST0015HS0114CN000913,El islam es un cáncer para la cultura europea y la gente debería dejar de adorar a su demonio.,"La afirmación de que el islam es un ""cáncer para la cultura y el pueblo europeos"" carece de pruebas. ¿Tiene alguna?",Islamophobia,islamization,hypocrisy,26,female,Bachelor
ENT1ST0015HS0114CN000913P1,"Casi todos los musulmanes tienen simpatías terroristas, ¿verdad?","Lo que estás haciendo es intentar establecer una conexión entre una religión concreta y una serie de acciones. Esto no puede ser, porque no hay pruebas de las afirmaciones que haces.",Islamophobia,islamization,hypocrisy,26,female,Bachelor
ENT1ST0015HS0114CN000913P2,¿Cómo no vamos a ser islamófobos cuando realmente quieren matarnos?,¿Cuál es su fuente? El Islam en sí no amenaza con matar a nadie. ¿Es una declaración contra toda una religión?,Islamophobia,islamization,hypocrisy,26,female,Bachelor
ENT1ST0015HS0114CN000914,Los musulmanes son violentos y deberían ser prohibidos.,Muchos musulmanes de todo el mundo son personas pacíficas que han contribuido a crear gran parte de la riqueza de nuestro país. No es malo tener creencias y formas de vida diferentes.,Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000914P1,Los musulmanes no tienen cabida en el mundo civilizado,"El Islam es una religión y un sistema de creencias, y como tal es legítimo tener creencias y sistemas de creencias diferentes. Por ejemplo, muchos musulmanes del Reino Unido están orgullosos de su fe y forman parte del ""mundo civilizado"".",Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000914P2,El Islam es un culto muerto.,"No estoy seguro de lo que estás hablando, el Islam es una religión viva y nunca celebra la muerte.",Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000915,Esta ideología es un cáncer propagado por el Estado Islámico y otros grupos islamistas radicales.,"Hay múltiples corrientes del islam y no debemos tener miedo de todas ellas. Y si quieres saber más sobre el islam, habla con un musulmán.",Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000915P1,Occidente ha sido infiltrado por los musulmanes y ya no es la tierra de paz que fue antaño.,"La idea de que Occidente ha sido ""infiltrado por los musulmanes"" es un mito. La inmensa mayoría de los musulmanes del mundo son personas pacíficas y serviciales.",Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000915P2,"Los musulmanes son diferentes de nosotros en muchos aspectos, y no tienen cabida en nuestro país.","En nuestro país se aceptan muchas culturas, religiones y creencias, y todas son bienvenidas.",Islamophobia,islamization,"denouncing , question",24,female,Bachelor
ENT1ST0015HS0114CN000916,No soporto que vengan musulmanes locos. Son gente demente e inestable.,"No todos los musulmanes están motivados por el extremismo. El problema es la falta de integración, y tus palabras no la fomentan.",Islamophobia,islamization,positive,25,male,Master
ENT1ST0015HS0114CN000916P1,"El Corán es un libro misógino, fomenta la violación y la violencia contra las mujeres.","El Islam no trata de oprimir a las mujeres. Por el contrario, trata del amor y el respeto a todos los seres humanos.",Islamophobia,islamization,positive,25,male,Master
ENT1ST0015HS0114CN000916P2,"Si el Islam no es una religión pacífica, entonces no debería formar parte de la cultura europea.","El Convenio Europeo de Derechos Humanos contiene una cláusula de libertad religiosa, así como un artículo relativo a la libertad de pensamiento, conciencia y religión.",Islamophobia,islamization,positive,25,male,Master
ENT1ST0015HS0114CN000917,"El Islam es un culto a la muerte, una fe inhumana y violenta que se aprovecha de los más débiles y vulnerables de nuestra sociedad. Debería prohibirse.","No hay que confiar en personas que dicen hablar en nombre de todos los musulmanes, sino que utilizan su plataforma para promover el odio y dividir a nuestra sociedad. Pero el problema está en esos predicadores violentos, no en el propio islam.",Islamophobia,islamization,facts,29,female,Master
ENT1ST0015HS0114CN000917P1,"El islam es una ideología degenerada, antihumana y antioccidental.",No es cierto que todos los musulmanes sean antioccidentales. Muchos musulmanes son pacíficos y comprensivos.,Islamophobia,islamization,facts,29,female,Master
ENT1ST0015HS0114CN000917P2,No podemos mantener a los musulmanes dentro. Se están apoderando de Europa y ahora son un problema en su propio país.,Toda nuestra historia está marcada por personas de distintas religiones que coexisten pacíficamente en armonía con el mundo natural. Lo que dices es un montón de teorías conspirativas. Y esto no es cierto.,Islamophobia,islamization,facts,29,female,Master
ENT1ST0015HS0114CN000918,"Si los musulmanes no aceptan nuestras normas, tenemos un problema. Las personas necesitadas están dispuestas a cambiar de vida: su religión y su cultura están incluidas.","Creo que esta afirmación necesita algunas aclaraciones. ¿Qué significa para usted estar ""necesitado""?",Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0114CN000918P1,"El Islam es una ideología de conquista, violencia y violación.",El Islam es una ideología de coexistencia pacífica y convivencia de los pueblos.,Islamophobia,islamization,denouncing,26,female,Bachelor
ENT1ST0015HS0114CN000918P2,"Los hombres musulmanes son violadores porque el Islam es una ideología fascista completa y total que promueve el extremismo violento y sugiere que las mujeres son infrahumanas, como está escrito en el Corán.","Las feministas musulmanas y otros defensores de los derechos de la mujer musulmana no están de acuerdo con esto. Fatema Mernissi dice: ""Si los derechos de la mujer son un problema para algunos musulmanes modernos, no es ni por el Corán ni por el Profeta (...)"". Lo que dice puede ser cierto sólo para una pequeña minoría de extremistas.",Islamophobia,islamization,denouncing,26,female,Bachelor
